StartFrame,EndFrame,FrameSpan,TimeSpan
2773.0,2779.0,24,0.20383899999990263
2781.0,2794.0,53,0.44788900000003196
2796.0,2806.0,41,0.3431430000000546
2807.0,2820.0,49,0.4129159999999956
2822.0,2832.0,41,0.3426249999999982
2834.0,2840.0,23,0.19402100000002065
2842.0,2848.0,24,0.19842899999991914
2851.0,2877.0,95,0.8743110000000343
2879.0,2885.0,20,0.18460000000004584
2887.0,2892.0,19,0.17753800000002684
2894.0,2916.0,80,0.7263159999999971
2918.0,2929.0,38,0.36162000000001626
2931.0,2942.0,40,0.36107300000003306
2944.0,2950.0,24,0.21186299999999392
2952.0,2956.0,14,0.11607100000003356
2962.0,2964.0,9,0.07601699999997891
2964.0,2978.0,55,0.46414599999991424
2981.0,2986.0,20,0.16809599999999136
2988.0,2992.0,15,0.1307130000000143
2992.0,3020.0,111,0.9315859999999248
3021.0,3032.0,44,0.3678540000000794
3034.0,3041.0,26,0.22726599999998598
3043.0,3051.0,31,0.2600200000000541
3052.0,3053.0,4,0.03561000000001968
3061.0,3062.0,4,0.03323499999999058
3071.0,3073.0,9,0.07637299999998959
3075.0,3079.0,15,0.12286600000004455
3081.0,3088.0,27,0.2219639999999572
3090.0,3097.0,31,0.2601750000000038
3099.0,3123.0,95,0.7960440000000517
3125.0,3130.0,23,0.19166299999994862
3132.0,3144.0,48,0.40359300000000076
3147.0,3149.0,4,0.035826999999926556
3150.0,3151.0,3,0.027729000000022097
3153.0,3166.0,53,0.4558040000000574
3168.0,3173.0,19,0.16124700000000303
3175.0,3180.0,21,0.17595600000004197
3182.0,3204.0,86,0.7241619999999784
3206.0,3226.0,78,0.6564309999999978
3228.0,3234.0,25,0.20866799999998875
3236.0,3240.0,17,0.14408500000001823
3242.0,3243.0,7,0.05604500000004009
3245.0,3252.0,28,0.23614900000006855
3263.0,3265.0,9,0.07570399999997335
3267.0,3280.0,49,0.4120179999999891
3281.0,3283.0,9,0.07590600000003178
3286.0,3294.0,30,0.25188299999990704
3296.0,3301.0,22,0.18459900000004836
3303.0,3323.0,78,0.6557310000000598
3326.0,3343.0,69,0.5799729999999954
3345.0,3348.0,13,0.11191999999994096
3350.0,3364.0,56,0.46822400000007747
3369.0,3369.0,1,0.00790699999993194
3376.0,3395.0,74,0.61993300000006
3396.0,3420.0,94,0.7960329999999658
3423.0,3429.0,23,0.20528400000000602
3432.0,3435.0,13,0.11562800000001516
3437.0,3462.0,96,0.8366549999999506
3464.0,3473.0,33,0.28700100000003204
3474.0,3476.0,6,0.05440800000008039
3480.0,3487.0,25,0.22492699999997967
3489.0,3494.0,22,0.18338600000004135
3496.0,3499.0,11,0.09530000000006567
3501.0,3502.0,2,0.015721999999982472
3503.0,3503.0,2,0.017639999999914835
3503.0,3513.0,37,0.31323600000007445
3515.0,3519.0,19,0.15859799999998359
3521.0,3527.0,24,0.20390699999995832
3529.0,3541.0,50,0.42017299999997704
3544.0,3549.0,18,0.15192000000001826
3550.0,3557.0,27,0.22794299999998202
3559.0,3568.0,35,0.29571999999996024
3569.0,3581.0,49,0.40772500000002765
3584.0,3595.0,46,0.38788899999997284
3598.0,3612.0,56,0.49064099999998234
3614.0,3623.0,33,0.2896220000000085
3625.0,3633.0,31,0.25807799999995495
3634.0,3645.0,42,0.35687399999994796
3646.0,3646.0,1,0.008137999999917156
3659.0,3660.0,3,0.02930700000001707
3666.0,3675.0,36,0.3274830000000293
3676.0,3679.0,12,0.1017180000000053
3682.0,3687.0,20,0.1681700000000319
3689.0,3729.0,159,1.3462930000000597
3732.0,3739.0,30,0.25261299999999665
3741.0,3749.0,31,0.26002600000003895
3758.0,3758.0,1,0.008615999999960877
3762.0,3774.0,44,0.37202800000000025
3776.0,3789.0,50,0.4246890000000576
3791.0,3798.0,27,0.24457399999994323
3801.0,3804.0,14,0.12485800000001746
3806.0,3810.0,14,0.11775099999999838
3812.0,3831.0,74,0.6330980000000181
3832.0,3839.0,24,0.20404999999993834
3841.0,3842.0,5,0.043118000000049506
3845.0,3848.0,11,0.09107899999992242
3856.0,3857.0,6,0.05097699999998895
3858.0,3866.0,29,0.24380900000005568
3868.0,3873.0,20,0.16904599999998027
3876.0,3878.0,8,0.06383599999992384
3880.0,3888.0,30,0.25165900000001784
3903.0,3904.0,4,0.03589599999997972
3907.0,3912.0,22,0.18389600000000428
3913.0,3913.0,3,0.024025999999935266
3914.0,3918.0,17,0.14397700000006353
3920.0,3940.0,81,0.6795040000000654
3942.0,3950.0,29,0.24429000000009182
3951.0,3957.0,23,0.19656099999997423
3960.0,3962.0,7,0.059922000000028675
3964.0,3964.0,1,0.00943799999993189
3968.0,3970.0,5,0.049448999999981424
3972.0,3982.0,38,0.3559109999999919
3984.0,3984.0,2,0.0188069999999243
3996.0,3999.0,10,0.08359699999994064
4002.0,4008.0,25,0.21182099999998627
4010.0,4034.0,95,0.800927999999999
4036.0,4037.0,7,0.06299999999998818
4038.0,4038.0,1,0.010483000000022002
4043.0,4045.0,8,0.0716820000000098
4047.0,4051.0,19,0.1610409999999547
4069.0,4069.0,2,0.01719500000001517
4073.0,4078.0,18,0.16651100000001406
4080.0,4085.0,20,0.16818699999998898
4087.0,4090.0,13,0.10816299999999046
4092.0,4104.0,48,0.4111370000000534
4106.0,4114.0,30,0.25763499999993655
4116.0,4129.0,51,0.4281070000000682
4131.0,4143.0,46,0.3834430000000566
4145.0,4148.0,13,0.10809300000005351
4150.0,4157.0,29,0.25850199999990764
4161.0,4161.0,1,0.009798000000046159
4174.0,4175.0,3,0.02391499999998814
4177.0,4180.0,12,0.09910400000001118
4182.0,4200.0,70,0.5872289999999794
4201.0,4216.0,57,0.47602599999993345
4218.0,4224.0,24,0.2042270000000599
4225.0,4232.0,26,0.2211250000000291
4255.0,4259.0,15,0.128612999999973
4266.0,4270.0,15,0.12808699999993678
4272.0,4273.0,2,0.014901000000008935
4274.0,4277.0,11,0.09294799999997849
4277.0,4282.0,18,0.15310499999998228
4284.0,4312.0,111,0.9439589999999498
4314.0,4326.0,44,0.3991289999999026
4329.0,4329.0,2,0.02183500000001004
4332.0,4335.0,11,0.09852100000000519
4339.0,4340.0,7,0.056502000000023145
4360.0,4361.0,2,0.017544999999927313
4363.0,4371.0,28,0.2360400000000027
4373.0,4382.0,38,0.31985099999997146
4384.0,4388.0,14,0.12065999999992982
4389.0,4402.0,50,0.4205090000000382
4404.0,4420.0,64,0.536286999999902
4424.0,4428.0,17,0.14458799999999883
4430.0,4432.0,10,0.08515700000009474
4436.0,4436.0,1,0.008094000000028245
4443.0,4444.0,1,0.008365000000026157
4446.0,4447.0,4,0.03222900000002937
4464.0,4478.0,57,0.4740560000000187
4480.0,4505.0,96,0.8280849999999873
4507.0,4509.0,5,0.040460999999936575
4509.0,4511.0,6,0.04689999999993688
4512.0,4522.0,33,0.3165169999999762
4527.0,4528.0,1,0.0090460000000121
4552.0,4567.0,59,0.49439699999993536
4567.0,4568.0,1,0.00803700000005847
4569.0,4569.0,1,0.0076310000000603395
4569.0,4570.0,1,0.00808099999994738
4570.0,4570.0,1,0.007893000000080974
4573.0,4586.0,51,0.427159999999958
4587.0,4605.0,71,0.5961389999999938
4609.0,4616.0,29,0.24398100000007616
4618.0,4618.0,2,0.016178999999965527
4643.0,4644.0,1,0.010819999999966967
4646.0,4664.0,71,0.6054459999999153
4667.0,4674.0,27,0.2239590000000362
4675.0,4690.0,59,0.4968700000000581
4692.0,4697.0,19,0.17338500000005297
4698.0,4706.0,25,0.24258999999995012
4708.0,4727.0,78,0.6555749999999989
4729.0,4732.0,10,0.08452199999999266
4743.0,4744.0,1,0.00947299999995721
4746.0,4746.0,1,0.00880199999994602
4750.0,4753.0,14,0.12021100000004026
4754.0,4761.0,25,0.21203300000001946
4763.0,4772.0,37,0.30760799999995925
4775.0,4779.0,18,0.1519869999999628
4781.0,4789.0,31,0.2601429999999709
4791.0,4800.0,37,0.311554000000001
4802.0,4818.0,63,0.532169999999951
4820.0,4829.0,36,0.30423499999994874
4831.0,4836.0,21,0.17544599999996535
4838.0,4842.0,17,0.14378599999997732
4843.0,4848.0,21,0.18000900000004094
4851.0,4858.0,28,0.23194999999998345
4861.0,4873.0,46,0.3961459999999306
4873.0,4885.0,48,0.40190000000006876
4887.0,4895.0,28,0.23608600000000024
4896.0,4899.0,12,0.09992499999998472
4901.0,4936.0,136,1.1712770000000319
4938.0,4945.0,25,0.23862799999994877
4963.0,4972.0,35,0.29293700000005174
4974.0,4977.0,14,0.11980099999993854
4979.0,4983.0,13,0.12994100000003073
4985.0,5019.0,127,1.1301669999999149
5023.0,5026.0,11,0.105858000000012
5028.0,5035.0,28,0.23562799999990602
5045.0,5047.0,7,0.05595299999993131
5050.0,5054.0,15,0.12394400000005135
5056.0,5064.0,32,0.26863300000002255
5066.0,5077.0,44,0.36860200000000987
5079.0,5084.0,16,0.1763540000000603
5087.0,5095.0,31,0.27124700000001667
5097.0,5104.0,30,0.2458289999999579
5106.0,5116.0,41,0.3458369999999604
5118.0,5123.0,23,0.19152199999996355
5125.0,5127.0,8,0.0644160000000511
5130.0,5134.0,14,0.12749199999996108
5135.0,5139.0,15,0.12457300000005489
5148.0,5149.0,4,0.03205500000001393
5157.0,5158.0,5,0.04438900000002377
5159.0,5162.0,11,0.09129199999995308
5163.0,5175.0,47,0.39191600000003746
5178.0,5187.0,36,0.3043870000000197
5188.0,5194.0,22,0.18421599999999216
5196.0,5218.0,86,0.7197489999999789
5218.0,5219.0,1,0.0074570000000449
5219.0,5220.0,2,0.016038999999977932
5223.0,5224.0,5,0.043961000000081185
5226.0,5246.0,76,0.6359919999999875
5249.0,5251.0,5,0.040098000000057255
5253.0,5263.0,41,0.34391599999992195
5265.0,5283.0,73,0.612967000000026
5285.0,5286.0,1,0.008165000000076361
5288.0,5294.0,25,0.2113130000000183
5296.0,5321.0,100,0.839870000000019
5323.0,5336.0,53,0.44603299999994306
5341.0,5344.0,11,0.09598500000004151
5349.0,5350.0,2,0.01976799999999912
5352.0,5353.0,5,0.036328999999909684
5369.0,5373.0,16,0.13565199999993638
5376.0,5384.0,28,0.26311999999995805
5386.0,5394.0,31,0.25463999999999487
5396.0,5420.0,92,0.7803010000000086
5421.0,5424.0,11,0.09657599999991362
5434.0,5436.0,8,0.06949200000008204
5440.0,5440.0,1,0.008212999999955173
5451.0,5453.0,5,0.043153000000074826
5453.0,5457.0,14,0.1166880000000674
5457.0,5464.0,26,0.2201469999999972
5466.0,5471.0,18,0.15153799999995954
5472.0,5484.0,45,0.3803860000000441
5486.0,5491.0,21,0.17842799999993986
5492.0,5493.0,4,0.03467599999999038
5495.0,5508.0,52,0.44692300000008345
5510.0,5515.0,19,0.15702300000009473
5517.0,5520.0,11,0.09188700000004246
5521.0,5521.0,1,0.009136000000012245
5523.0,5528.0,20,0.1653760000000375
5531.0,5531.0,1,0.0071619999999938955
5541.0,5543.0,7,0.05748699999992368
5545.0,5560.0,59,0.49547899999993206
5562.0,5569.0,30,0.25102899999990314
5572.0,5578.0,26,0.21533100000010563
5580.0,5597.0,69,0.5796599999999899
5598.0,5616.0,70,0.6024479999999812
5619.0,5623.0,13,0.13474399999995512
5625.0,5629.0,16,0.15038299999991978
5631.0,5636.0,17,0.14881600000001072
5638.0,5646.0,28,0.25806999999997515
5647.0,5650.0,9,0.08048899999994319
5653.0,5660.0,24,0.22143499999992855
5661.0,5666.0,17,0.15016000000002805
5668.0,5672.0,15,0.13542900000004465
5674.0,5677.0,9,0.08377600000005714
5679.0,5687.0,33,0.2803069999999934
5689.0,5690.0,6,0.052680000000009386
5690.0,5691.0,1,0.007887999999979911
5691.0,5693.0,7,0.059215999999992164
5693.0,5696.0,9,0.07611499999995885
5699.0,5711.0,47,0.40033600000003844
5713.0,5716.0,12,0.10001899999997477
5718.0,5722.0,17,0.14410899999995763
5726.0,5726.0,2,0.0161160000000109
5730.0,5731.0,2,0.015178999999989173
5737.0,5738.0,2,0.015955999999960113
5742.0,5744.0,6,0.04874799999993229
5748.0,5762.0,56,0.49390599999992446
5764.0,5770.0,21,0.17595700000003944
5772.0,5774.0,10,0.08421700000008059
5777.0,5792.0,60,0.5039030000000366
5794.0,5800.0,25,0.21172100000001137
5802.0,5809.0,28,0.23573399999997946
5811.0,5818.0,31,0.2593529999999191
5827.0,5828.0,1,0.011257999999997992
5830.0,5835.0,19,0.15691400000002886
5837.0,5844.0,31,0.2599870000000237
5847.0,5859.0,50,0.4261420000000271
5862.0,5865.0,13,0.10706500000003416
5867.0,5873.0,24,0.1986020000000508
5875.0,5879.0,18,0.15192400000000816
5880.0,5886.0,24,0.20392400000002908
5886.0,5887.0,2,0.01613899999995283
5889.0,5915.0,104,0.8708609999999908
5917.0,5924.0,29,0.24403400000005604
5927.0,5935.0,29,0.24402199999997265
5939.0,5943.0,15,0.12412500000004911
5945.0,5945.0,1,0.007703999999989719
5952.0,5953.0,3,0.025042999999982385
5958.0,5959.0,3,0.02800400000000991
5959.0,5976.0,65,0.5564860000000635
5978.0,5995.0,67,0.5639419999999973
5997.0,6006.0,35,0.29200300000002244
6006.0,6007.0,2,0.01613299999996798
6007.0,6012.0,17,0.14470999999991818
6013.0,6020.0,24,0.2174009999999953
6022.0,6033.0,40,0.3502280000000155
6036.0,6038.0,8,0.06992800000000443
6040.0,6053.0,52,0.43094699999994646
6065.0,6066.0,3,0.024085999999897467
6068.0,6069.0,6,0.04662400000006528
6071.0,6072.0,2,0.020430000000033033
6072.0,6073.0,1,0.008195000000000618
6073.0,6078.0,21,0.17644099999995433
6081.0,6094.0,55,0.4598119999999426
6097.0,6105.0,34,0.287853000000041
6108.0,6108.0,1,0.00860499999998865
6108.0,6109.0,5,0.039926000000036765
6109.0,6121.0,46,0.38800800000001345
6123.0,6131.0,32,0.2672410000000127
6133.0,6144.0,47,0.39203199999997196
6146.0,6148.0,8,0.06790200000000368
6150.0,6160.0,39,0.3336779999999635
6162.0,6165.0,13,0.11881700000003548
6167.0,6169.0,7,0.065853000000061
6171.0,6178.0,29,0.2427420000000211
6180.0,6182.0,10,0.08408800000006522
6184.0,6193.0,35,0.29590399999995043
6195.0,6206.0,44,0.3716030000000501
6208.0,6223.0,60,0.5037379999999985
6225.0,6233.0,31,0.2639769999999544
6235.0,6237.0,8,0.06795599999998103
6239.0,6247.0,32,0.26822500000002947
6250.0,6250.0,3,0.02394600000002356
6252.0,6254.0,8,0.06777399999998579
6290.0,6295.0,19,0.16039699999998902
6296.0,6302.0,22,0.18378000000006978
6303.0,6341.0,147,1.2446600000000672
6343.0,6346.0,13,0.10775499999999738
6347.0,6351.0,17,0.14038700000003246
6353.0,6369.0,67,0.5641880000000583
6372.0,6392.0,81,0.6822819999999865
6395.0,6399.0,16,0.15373299999998835
6401.0,6403.0,6,0.05163700000002791
6405.0,6439.0,128,1.120100999999977
6439.0,6443.0,16,0.146453000000065
6445.0,6455.0,38,0.32831399999997757
6482.0,6483.0,1,0.008960000000001855
6485.0,6486.0,3,0.024522999999931017
6488.0,6496.0,31,0.2592690000000175
6497.0,6498.0,4,0.03595599999994192
6498.0,6499.0,4,0.030823999999938678
6501.0,6504.0,10,0.08421599999996943
6506.0,6536.0,119,0.9997789999999895
6537.0,6543.0,22,0.18827699999997094
6544.0,6553.0,36,0.3039959999999837
6559.0,6559.0,1,0.007981999999969958
6560.0,6581.0,86,0.7238049999999703
6583.0,6586.0,11,0.10311099999989892
6588.0,6595.0,27,0.22794599999997445
6597.0,6599.0,10,0.0853549999999359
6601.0,6629.0,111,0.9343670000000657
6630.0,6647.0,64,0.5639409999999998
6649.0,6651.0,7,0.05921299999999974
6653.0,6657.0,15,0.1349639999999681
6661.0,6663.0,7,0.05649600000003829
6677.0,6678.0,1,0.008278999999902226
6681.0,6683.0,5,0.04053999999996449
6694.0,6702.0,32,0.2728859999999713
6704.0,6726.0,87,0.7319089999999733
6727.0,6732.0,21,0.1759270000000015
6734.0,6737.0,11,0.09315599999990809
6740.0,6742.0,9,0.07594300000005205
6744.0,6754.0,41,0.34224200000005567
6756.0,6757.0,3,0.028031999999939217
6757.0,6759.0,8,0.06808599999999387
6761.0,6765.0,14,0.11989900000003217
6765.0,6772.0,26,0.21602200000006633
6776.0,6777.0,4,0.03195899999991525
6778.0,6784.0,22,0.18391199999996388
6786.0,6793.0,31,0.25940700000001016
6795.0,6817.0,86,0.7286729999999579
6817.0,6831.0,57,0.4796209999999519
6834.0,6839.0,20,0.16807299999993575
6840.0,6842.0,7,0.0554700000000139
6843.0,6847.0,14,0.11691200000007029
6849.0,6858.0,35,0.30390299999999115
6859.0,6861.0,4,0.03686700000002929
6861.0,6861.0,1,0.009703999999942425
6874.0,6875.0,1,0.008418000000006032
6879.0,6879.0,1,0.0077190000000655346
6880.0,6882.0,10,0.08863500000006752
6884.0,6890.0,25,0.20911899999998695
6892.0,6899.0,31,0.25948799999991934
6902.0,6909.0,31,0.2579759999999851
6911.0,6954.0,165,1.4107379999999239
6955.0,6957.0,8,0.06793600000003153
6959.0,6969.0,40,0.3353989999999385
6974.0,6974.0,2,0.01765499999999065
6987.0,6987.0,1,0.006946999999968284
6996.0,6997.0,4,0.03631600000005619
7001.0,7001.0,1,0.012058000000024549
7004.0,7004.0,1,0.007974999999987631
7007.0,7016.0,31,0.28877700000009554
7017.0,7055.0,146,1.256821000000059
7055.0,7071.0,62,0.5190819999999121
7072.0,7073.0,4,0.03203500000006443
7075.0,7076.0,1,0.008445999999935339
7077.0,7078.0,4,0.031977999999980966
7079.0,7079.0,1,0.008129999999937354
7082.0,7087.0,20,0.1680430000000115
7089.0,7090.0,5,0.04378800000006322
7091.0,7091.0,1,0.007977999999980057
7092.0,7131.0,158,1.3280069999999569
7135.0,7140.0,21,0.17600900000002184
7142.0,7147.0,22,0.18816100000003644
7150.0,7150.0,1,0.008239000000003216
7166.0,7167.0,3,0.02508299999999508
7169.0,7174.0,21,0.17619600000000446
7176.0,7192.0,64,0.5362719999999399
7192.0,7193.0,2,0.020150999999941632
7193.0,7220.0,106,0.8878579999999374
7222.0,7231.0,36,0.3042250000000877
7235.0,7238.0,11,0.09459000000003925
7240.0,7243.0,12,0.10300000000006548
7245.0,7249.0,17,0.14050300000008065
7260.0,7261.0,4,0.0331780000000208
7262.0,7276.0,56,0.4720869999999877
7282.0,7289.0,26,0.21556099999997969
7290.0,7290.0,3,0.02401699999995799
7292.0,7305.0,48,0.40423600000008264
7306.0,7309.0,9,0.07664299999999002
7338.0,7338.0,1,0.007080999999971027
7340.0,7351.0,39,0.37106200000005174
7353.0,7408.0,215,1.8434459999999717
7411.0,7414.0,11,0.09243000000003576
7415.0,7426.0,42,0.3519209999999475
7449.0,7449.0,1,0.0081119999999828
7449.0,7454.0,18,0.1526730000000498
7456.0,7495.0,151,1.2882220000000189
7497.0,7502.0,18,0.14944500000001426
7503.0,7508.0,19,0.16000400000007176
7514.0,7514.0,1,0.007785000000012587
7519.0,7522.0,8,0.07898099999999886
7525.0,7537.0,40,0.40217299999994793
7540.0,7562.0,79,0.7542350000001079
7564.0,7583.0,72,0.6162819999999556
7584.0,7590.0,21,0.17597000000000662
7591.0,7593.0,10,0.08395000000007258
7598.0,7599.0,3,0.028769000000011147
7600.0,7601.0,3,0.028044000000022606
7627.0,7634.0,26,0.2202150000000529
7636.0,7643.0,28,0.2423750000000382
7645.0,7667.0,80,0.7328240000000505
7668.0,7674.0,22,0.19301500000005944
7678.0,7678.0,4,0.03181599999993523
7692.0,7692.0,1,0.007877000000007683
7696.0,7697.0,2,0.020423999999934495
7698.0,7703.0,18,0.158333999999968
7706.0,7709.0,14,0.12347299999998995
7711.0,7717.0,25,0.20789800000000014
7719.0,7738.0,75,0.63728100000003
7740.0,7754.0,54,0.468262999999979
7757.0,7759.0,7,0.05614000000002761
7770.0,7792.0,87,0.7319820000000163
