image_path,gaze_x,gaze_y,fixation_id,frame_number
../processed_data/session_1/train/images/frame_000000.jpg,0.6857235084573774,0.4876536802539162,0,115
../processed_data/session_1/train/images/frame_000001.jpg,0.6857235084573774,0.4876536802539162,0,116
../processed_data/session_1/train/images/frame_000002.jpg,0.6857235084573774,0.4876536802539162,0,117
../processed_data/session_1/train/images/frame_000003.jpg,0.6857235084573774,0.4876536802539162,0,118
../processed_data/session_1/train/images/frame_000004.jpg,0.6032972033366741,0.5123947425079831,1,120
../processed_data/session_1/train/images/frame_000005.jpg,0.6032972033366741,0.5123947425079831,1,121
../processed_data/session_1/train/images/frame_000006.jpg,0.6032972033366741,0.5123947425079831,1,122
../processed_data/session_1/train/images/frame_000007.jpg,0.6032972033366741,0.5123947425079831,1,123
../processed_data/session_1/train/images/frame_000008.jpg,0.6032972033366741,0.5123947425079831,1,124
../processed_data/session_1/train/images/frame_000009.jpg,0.6032972033366741,0.5123947425079831,1,125
../processed_data/session_1/train/images/frame_000010.jpg,0.6032972033366741,0.5123947425079831,1,126
../processed_data/session_1/train/images/frame_000011.jpg,0.5757918793811501,0.5416944158452135,2,128
../processed_data/session_1/train/images/frame_000012.jpg,0.5757918793811501,0.5416944158452135,2,129
../processed_data/session_1/train/images/frame_000013.jpg,0.5757918793811501,0.5416944158452135,2,130
../processed_data/session_1/train/images/frame_000014.jpg,0.5757918793811501,0.5416944158452135,2,131
../processed_data/session_1/train/images/frame_000015.jpg,0.5757918793811501,0.5416944158452135,2,132
../processed_data/session_1/train/images/frame_000016.jpg,0.5757918793811501,0.5416944158452135,2,133
../processed_data/session_1/train/images/frame_000017.jpg,0.5757918793811501,0.5416944158452135,2,134
../processed_data/session_1/train/images/frame_000018.jpg,0.5757918793811501,0.5416944158452135,2,135
../processed_data/session_1/train/images/frame_000019.jpg,0.5757918793811501,0.5416944158452135,2,136
../processed_data/session_1/train/images/frame_000020.jpg,0.5757918793811501,0.5416944158452135,2,137
../processed_data/session_1/train/images/frame_000021.jpg,0.5757918793811501,0.5416944158452135,2,138
../processed_data/session_1/train/images/frame_000022.jpg,0.5757918793811501,0.5416944158452135,2,139
../processed_data/session_1/train/images/frame_000023.jpg,0.6051420409916106,0.4959583561756413,3,141
../processed_data/session_1/train/images/frame_000024.jpg,0.6051420409916106,0.4959583561756413,3,142
../processed_data/session_1/train/images/frame_000025.jpg,0.6051420409916106,0.4959583561756413,3,143
../processed_data/session_1/train/images/frame_000026.jpg,0.6051420409916106,0.4959583561756413,3,144
../processed_data/session_1/train/images/frame_000027.jpg,0.6051420409916106,0.4959583561756413,3,145
../processed_data/session_1/train/images/frame_000028.jpg,0.6051420409916106,0.4959583561756413,3,146
../processed_data/session_1/train/images/frame_000029.jpg,0.6051420409916106,0.4959583561756413,3,147
../processed_data/session_1/train/images/frame_000030.jpg,0.6051420409916106,0.4959583561756413,3,148
../processed_data/session_1/train/images/frame_000031.jpg,0.6823522904936097,0.5057630275994898,4,149
../processed_data/session_1/train/images/frame_000032.jpg,0.6823522904936097,0.5057630275994898,4,150
../processed_data/session_1/train/images/frame_000033.jpg,0.6823522904936097,0.5057630275994898,4,151
../processed_data/session_1/train/images/frame_000034.jpg,0.6823522904936097,0.5057630275994898,4,152
../processed_data/session_1/train/images/frame_000035.jpg,0.6823522904936097,0.5057630275994898,4,153
