image_path,gaze_x,gaze_y,fixation_id,frame_number
../processed_data/session_1/gaze_data/train/images/frame_000000.jpg,0.6863273248812038,0.48640987626180476,0,115
../processed_data/session_1/gaze_data/train/images/frame_000001.jpg,0.6859611002767642,0.48694645857312,0,116
../processed_data/session_1/gaze_data/train/images/frame_000002.jpg,0.6855215266209657,0.4877748508453079,0,117
../processed_data/session_1/gaze_data/train/images/frame_000003.jpg,0.6856780897731889,0.48879076335894256,0,118
../processed_data/session_1/gaze_data/train/images/frame_000004.jpg,0.5979353721450962,0.5163639146580415,1,120
../processed_data/session_1/gaze_data/train/images/frame_000005.jpg,0.5997432425607714,0.515683739685743,1,121
../processed_data/session_1/gaze_data/train/images/frame_000006.jpg,0.6021338616713428,0.5144689707843209,1,122
../processed_data/session_1/gaze_data/train/images/frame_000007.jpg,0.603295987054759,0.5122723582140933,1,123
../processed_data/session_1/gaze_data/train/images/frame_000008.jpg,0.6056824127018421,0.5089890750826126,1,124
../processed_data/session_1/gaze_data/train/images/frame_000009.jpg,0.6075891860539264,0.5057669141956849,1,125
../processed_data/session_1/gaze_data/train/images/frame_000010.jpg,0.6133853893061956,0.4992705952200087,1,126
../processed_data/session_1/gaze_data/train/images/frame_000011.jpg,0.5619266687994982,0.5419093086920468,2,128
../processed_data/session_1/gaze_data/train/images/frame_000012.jpg,0.5707058376027876,0.538648320625502,2,129
../processed_data/session_1/gaze_data/train/images/frame_000013.jpg,0.5777094739586198,0.5384388267848375,2,130
../processed_data/session_1/gaze_data/train/images/frame_000014.jpg,0.5787555430743148,0.5384655034310107,2,131
../processed_data/session_1/gaze_data/train/images/frame_000015.jpg,0.578684628774179,0.5388320874994753,2,132
../processed_data/session_1/gaze_data/train/images/frame_000016.jpg,0.5768148514250337,0.5403584372873382,2,133
../processed_data/session_1/gaze_data/train/images/frame_000017.jpg,0.5750194609717743,0.5416703063009145,2,134
../processed_data/session_1/gaze_data/train/images/frame_000018.jpg,0.5735100496757063,0.5427576503775566,2,135
../processed_data/session_1/gaze_data/train/images/frame_000019.jpg,0.5736847311805917,0.5432435054948147,2,136
../processed_data/session_1/gaze_data/train/images/frame_000020.jpg,0.5757918793811501,0.5455651600570726,2,137
